field: text
field: user/screen_name
field: user/name
field: user/id

  >>>   text: "Start the weekend early tonite @ Cafe Nova - Free beer for the ladies, No Cover and I'll be in the mix doin it up electro/Hip-Hop style!"
  >>>   user/name: "Evan Roberts"
  >>>   unixtime: 1257438401739
  >>>   user/id: 87018002
  >>>   user/screen_name: "DJOutfield"

  >>>   text: "@TheBeerWench No mention of me being the awesome beer editor of the awesome Mutineer Magazine? But thanks for the shout out! :)"
  >>>   user/name: "Brian Kropf"
  >>>   unixtime: 1257438408888
  >>>   user/id: 18086347
  >>>   user/screen_name: "odiedog52"

  >>>   text: "If you say 'beer can' with an English accent you're actually saying 'bacon' with a Jamaican  accent."
  >>>   user/name: "Turd Ferguson"
  >>>   unixtime: 1257438412576
  >>>   user/id: 7670132
  >>>   user/screen_name: "SherlockHomiee"

  >>>   text: "I dont play ping pong, only beer bong"
  >>>   user/name: "Candice Li"
  >>>   unixtime: 1257438415785
  >>>   user/id: 16991314
  >>>   user/screen_name: "iCandice"

  >>>   text: "RT @sethbloom: @thisbeer Here's @bxchen's beer frm @21stAmendment.  ComeHellorHigh Watermelon. http://twitpic.com/obndl (sorry I missed it)"
  >>>   user/name: "ThisBeer"
  >>>   unixtime: 1257438418184
  >>>   user/id: 38291630
  >>>   user/screen_name: "ThisBeer"

  >>>   text: "I've received news that my keg of beer is leaking :("
  >>>   user/name: "Robert Gale"
  >>>   unixtime: 1257438418735
  >>>   user/id: 62913
  >>>   user/screen_name: "awv"

  >>>   text: "@whereisben RT @kldunphy: @Kikinator:  Grandmeow says \"no, no, no, beer for Kiki.  Bad Ben, Bad, Ben\".  Kiki, you look so cute!"
  >>>   user/name: "Kiki Joy"
  >>>   unixtime: 1257438421186
  >>>   user/id: 19053210
  >>>   user/screen_name: "Kikinator"

  >>>   text: "what's your favorite beer? and if we make it hit the like button... http://bit.ly/36yXQT"
  >>>   user/name: "Amherst Brewing"
  >>>   unixtime: 1257438422959
  >>>   user/id: 54653107
  >>>   user/screen_name: "amherstbrewing"

  >>>   text: "got my toes in the water , my ass in the sand , not a worry in the world , got a cold beer in my hand , life is good today . (:&lt;3!"
  >>>   user/name: "Rachel Bowen"
  >>>   unixtime: 1257438425724
  >>>   user/id: 82219576
  >>>   user/screen_name: "RachellMariiee"

  >>>   text: "The breakfast for champions is beer and cigarettes. YEA RIGHT!!!!!!!"
  >>>   user/name: "Arturo Garcia"
  >>>   unixtime: 1257438431634
  >>>   user/id: 62060141
  >>>   user/screen_name: "lunytunes07"

  >>>   text: "Ok, so she has enough money to buy three six packs of beer but we just got a PPL 10 day shut off notice. Nice one, mom."
  >>>   user/name: "katie. "
  >>>   unixtime: 1257438436126
  >>>   user/id: 22336395
  >>>   user/screen_name: "krizzardiiiii"

  >>>   text: "Kopacz zachowuje sie naprawde spoko w sytuacji tej pandemii,ale jej zastepca straszac ludzi szczepionkami przegina w druga strone"
  >>>   user/name: "Lukasz Mezyk"
  >>>   unixtime: 1257438437351
  >>>   user/id: 34675172
  >>>   user/screen_name: "LukaszMezyk"

  >>>   text: "wondering what tea to brew for the morning. maybe something with cinnamon in it..."
  >>>   user/name: "andrea gutierrez"
  >>>   unixtime: 1257438439235
  >>>   user/id: 5970142
  >>>   user/screen_name: "pomegranates"

  >>>   text: "@lmlc Indeed it does count, in fact to make sure have another slice. Tonight I shall be having hogroast and beer, oh! and working (sort of)."
  >>>   user/name: "hadyn pasco"
  >>>   unixtime: 1257438439705
  >>>   user/id: 21260291
  >>>   user/screen_name: "hadynpasco"

  >>>   text: "@IFALife Hi Phil! I'm due in London Monday & Tuesday night, if you fancy catching up for that beer ..."
  >>>   user/name: "Mike Linskey"
  >>>   unixtime: 1257438444415
  >>>   user/id: 9227262
  >>>   user/screen_name: "mikelinskey"

  >>>   text: "Beer tasting tonight . . .ummm beer"
  >>>   user/name: "Jen Fease"
  >>>   unixtime: 1257438444531
  >>>   user/id: 31253866
  >>>   user/screen_name: "jifferniffer"

  >>>   text: "Don't forget to book your place on the Dudley Winter Ale Festival trip - see http://bit.ly/1JRdAI for details"
  >>>   user/name: "CAMRA Heart Of Warks"
  >>>   unixtime: 1257438452195
  >>>   user/id: 47170356
  >>>   user/screen_name: "camrahow"

  >>>   text: "Crooked Specials: 11/5/09 S.S. Crab Po Boys or over rice with veggies w.o.d. Crabs gets you a free draft beer or soda with meal"
  >>>   user/name: "Crooked Bayou"
  >>>   unixtime: 1257438456055
  >>>   user/id: 74359094
  >>>   user/screen_name: "CrookedBayou"

  >>>   text: "EV is BACK !  \\m/   After four days of not sleeping a beer and listen again  Evanescence live is all I need to finish the fucking semester."
  >>>   user/name: "Miguel Alvarado"
  >>>   unixtime: 1257438458539
  >>>   user/id: 41514374
  >>>   user/screen_name: "Miguel_Alvarado"

  >>>   text: "RT @nxnwbrew: There are still spaces available for our Beer and Cheese Class this Sat, Nov. 7.  Call us @ 512.467.6969 for reservations."
  >>>   user/name: "Kay Marley-Dilworth"
  >>>   unixtime: 1257438458556
  >>>   user/id: 48754048
  >>>   user/screen_name: "ATXfoodnews"

  >>>   text: "@atomicoutlaws Prob'ly @dividetheday drank all your beer... And booze, cough syrup, maple syrup and rubbing alcohol too!"
  >>>   user/name: "Melissa Deitrick"
  >>>   unixtime: 1257438459157
  >>>   user/id: 24931241
  >>>   user/screen_name: "mad_mama"

  >>>   text: "@jonasbrothers hey happy beer day kevin have a nice happy beer day"
  >>>   user/name: "Christina"
  >>>   unixtime: 1257438460190
  >>>   user/id: 84335149
  >>>   user/screen_name: "bebe_kintaro"

  >>>   text: "'got my toes in the water , my ass in the sand , not a worry in the world , got a cold beer in my hand , life is good today . &lt;3'"
  >>>   user/name: "Rachel Bowen"
  >>>   unixtime: 1257438462393
  >>>   user/id: 82219576
  >>>   user/screen_name: "RachellMariiee"

  >>>   text: "@Wardrox I'll bring the beer, and MW2 =) Also @PlayerSixtySix isn't an EDMer (yet). He filled the gap when Erik bailed."
  >>>   user/name: "Brandon Ferris"
  >>>   unixtime: 1257438464469
  >>>   user/id: 35078628
  >>>   user/screen_name: "b_ferris"

  >>>   text: "\"I really hate this word but you's a koo, nigga I'm champagne n you's a brew\"-king Louie"
  >>>   user/name: "Chief Cameron"
  >>>   unixtime: 1257438465542
  >>>   user/id: 25149878
  >>>   user/screen_name: "iBeChief"

  >>>   text: "Parabens ale por ser colirio pela segunda vez *-* as fotos t\u00e3o lindas. um bj. vou para @luizamramos"
  >>>   user/name: "ale tercini (L)"
  >>>   unixtime: 1257438465895
  >>>   user/id: 83017824
  >>>   user/screen_name: "aleterciniFC"

  >>>   text: "@beerswap Here's my first ramblings on my beer swap adventure....... http://tinyurl.com/yd88jr8 #beerswap"
  >>>   user/name: "Simon @ SWM CAMRA"
  >>>   unixtime: 1257438468948
  >>>   user/id: 44856751
  >>>   user/screen_name: "WindsorBeerFest"

  >>>   text: "New #blog post - Five Reasons Why Bruges City Breaks Are Great http://bit.ly/4iVqYS #travel #beer RT"
  >>>   user/name: "Lets Talk More"
  >>>   unixtime: 1257438471496
  >>>   user/id: 57283960
  >>>   user/screen_name: "ChewTheFatMore"

  >>>   text: "RT @moconnorSA: @ThisBeer The Censored Rich Copper Ale was rich, smooth and sweet with a muted hops presence.  Liked it! (nice)"
  >>>   user/name: "ThisBeer"
  >>>   unixtime: 1257438471613
  >>>   user/id: 38291630
  >>>   user/screen_name: "ThisBeer"

  >>>   text: "Then smoke a cig. Have a beer then start the laundry. @Jamiesacks"
  >>>   user/name: "Mark Mazzie"
  >>>   unixtime: 1257438473256
  >>>   user/id: 33143687
  >>>   user/screen_name: "MarkMazzie"

  >>>   text: "http://twitpic.com/odawe - Going to try the @dogfishbeer Shelter Pale Ale for the first time"
  >>>   user/name: "Sean Stoner"
  >>>   unixtime: 1257438486385
  >>>   user/id: 13749072
  >>>   user/screen_name: "maslowbeer"

  >>>   text: "We actually have 2 grinders - the coffee maker is a grind & brew and we have a little Braun one as well. Did you buy your new WDW pass yet?"
  >>>   user/name: "Alison O'Brien"
  >>>   unixtime: 1257438488286
  >>>   user/id: 82100852
  >>>   user/screen_name: "Vero_Ali"

  >>>   text: "@rmarens I went to the Mets game this year when David Wright got hit in the head with a pitch. I was in line buying beer. Best. Fan. Ever."
  >>>   user/name: "Christopher Musico"
  >>>   unixtime: 1257438500697
  >>>   user/id: 15211018
  >>>   user/screen_name: "cmusico"

  >>>   text: "RT @svobodni Jak vystoupit z EU http://jdem.cz/cgsw7 \"To dobr\u00e9 \u2013 voln\u00fd obchod a mezin\u00e1rodn\u00ed bezpe\u010dnost \u2013 nezaji\u0161\u0165uje EU, ale EHP a NATO"
  >>>   user/name: "Ji\u0159\u00ed Macich ml."
  >>>   unixtime: 1257438506163
  >>>   user/id: 9239412
  >>>   user/screen_name: "jirkaxxl"

  >>>   text: "Seattle emailed me why she had a bad day: \"had wine. had a beer. my bitch was too tired to put out last night so that probably didn't help.\""
  >>>   user/name: "Bitch Burgh"
  >>>   unixtime: 1257438507908
  >>>   user/id: 21837339
  >>>   user/screen_name: "BitchBurgh"

  >>>   text: "I NEED beer"
  >>>   user/name: "Richard Mackney"
  >>>   unixtime: 1257438511105
  >>>   user/id: 36056980
  >>>   user/screen_name: "richardmackney"

  >>>   text: "is helping Dr. Steel take over the world. My birthday was yesterday....xD I need a beer."
  >>>   user/name: "GHOST LAB MEDIA"
  >>>   unixtime: 1257438520582
  >>>   user/id: 76634525
  >>>   user/screen_name: "GHOSTLABMEDIA"

  >>>   text: "@pazurkiem:  Na Kazimierzu s\u0105 za to nie tylko dziki, ale dobre zapiekanki i fest kluby :)"
  >>>   user/name: "Grzegorz Wszo\u0142ek"
  >>>   unixtime: 1257438525004
  >>>   user/id: 87055301
  >>>   user/screen_name: "gw1990"

  >>>   text: "@signalizer Ale t\u011bch zb\u00fdvaj\u00edc\u00edch 5% stoj\u00ed za to :) Je fakt, \u017ee jsem se k t\u011bm magaz\u00edn\u016fm u\u017e m\u011bs\u00edc nedostal."
  >>>   user/name: "kryspin"
  >>>   unixtime: 1257438526634
  >>>   user/id: 10989202
  >>>   user/screen_name: "kryspin"

  >>>   text: "Chyba czas i\u015b\u0107 do domu... (pst, pst... nie chce mi si\u0119 ale o tym cicho sza!) ;)"
  >>>   user/name: "Su"
  >>>   unixtime: 1257438527190
  >>>   user/id: 60243068
  >>>   user/screen_name: "pazuziak"

  >>>   text: "Comedy + craft beer = Running Amok Comedy Show w/ @susankalexander 9pm at Chelsea Brewing Company @CBCbeer  No cover/2 drink min."
  >>>   user/name: "Sean Murph"
  >>>   unixtime: 1257438527665
  >>>   user/id: 15257386
  >>>   user/screen_name: "MurphGuide"

  >>>   text: "Everyone talking on Twitter about Asheville beer. Check out the convo feed on our blog: http://bit.ly/beerbeer"
  >>>   user/name: "Ask Asheville"
  >>>   unixtime: 1257438527953
  >>>   user/id: 18752652
  >>>   user/screen_name: "AskAsheville"

  >>>   text: "Can't go wrong: RT @SFLBeerBlog: Beer tasting at Mayfair Hotel in Coconut Grove tonight from 7pm-9pm. $20 gets 40 different beers & wings."
  >>>   user/name: "Edible South Florida"
  >>>   unixtime: 1257438532782
  >>>   user/id: 77222430
  >>>   user/screen_name: "EdibleSoFla"

  >>>   text: "@beer47 The Beer Book for sure.. Was the sweetest beer book present i ever received!"
  >>>   user/name: "nate york"
  >>>   unixtime: 1257438534158
  >>>   user/id: 26432726
  >>>   user/screen_name: "sirfice"

  >>>   text: "Friday's Session: \"Framing Beer.\" http://bit.ly/8ij5v #thesession"
  >>>   user/name: "Stan Hieronymus"
  >>>   unixtime: 1257438536649
  >>>   user/id: 14324255
  >>>   user/screen_name: "StanHieronymus"

  >>>   text: "Triple H wrestles a beer can http://bit.ly/4vDCGm"
  >>>   user/name: "Sydney Phoenix"
  >>>   unixtime: 1257438536659
  >>>   user/id: 59061701
  >>>   user/screen_name: "newdbody"

  >>>   text: "@markmazzie  holy shit that sounds real great. Lol too bad i dont have beer."
  >>>   user/name: "Ewa Cebula"
  >>>   unixtime: 1257438538091
  >>>   user/id: 62715619
  >>>   user/screen_name: "EwaCebula"

  >>>   text: "Beach beer pong! again...\r\n\r\n|Hollywood|"
  >>>   user/name: "Tom Baughman"
  >>>   unixtime: 1257438539491
  >>>   user/id: 51194974
  >>>   user/screen_name: "Baugh34"

  >>>   text: "One of our Po Boy choices Today! Beer Battered Catfish - Remoulade Sauce - Lettuce - Tomato http://bit.ly/1gWeeH"
  >>>   user/name: "Hotel Phillips"
  >>>   unixtime: 1257438546232
  >>>   user/id: 21762619
  >>>   user/screen_name: "HotelPhillips"

  >>>   text: "fireworks and beer tonight, pizza, pool and maybe film tomorrow, roleplay saturday, parents saturday-monday :) should be a nice few days"
  >>>   user/name: "Jen Robertson"
  >>>   unixtime: 1257438551891
  >>>   user/id: 26727379
  >>>   user/screen_name: "axemaiden"

  >>>   text: "Anyone else in need of the #weekend and a #beer? Work is a killer but it supplies the funds for a solid Friday night in #NYC"
  >>>   user/name: "Sr. Mustachio"
  >>>   unixtime: 1257438553348
  >>>   user/id: 87069259
  >>>   user/screen_name: "SrMustachio"

  >>>   text: "Can't wait for tonight's Europa league matches. Beer in the freezer, popcorn in the oven... 'mon CFR!"
  >>>   user/name: "Florin Iacob"
  >>>   unixtime: 1257438556175
  >>>   user/id: 34047415
  >>>   user/screen_name: "yGns"

  >>>   text: "@jmoriarty Interested? East Valley Meetup: Beer, Wine, Cigars, and Conversation on Nov 18, 2009 RSVP here: http://bit.ly/2MQUXz #EVCB"
  >>>   user/name: "Shane Hollenback"
  >>>   unixtime: 1257438556307
  >>>   user/id: 15655823
  >>>   user/screen_name: "shollenback"

  >>>   text: "@donmcallister thanks Don. Sounds like a Drobo might be the best solution. If you're ever in Derbyshire stop by for a beer! Cheers Jon"
  >>>   user/name: "Jonathan Pugh \uf8ff"
  >>>   unixtime: 1257438564042
  >>>   user/id: 18017029
  >>>   user/screen_name: "pughjonathan"

  >>>   text: "daqui a pouquinho eu tenho aula de ale\u00e3o vaiser style.\n  mais a noite tem o hallowen party, vo de darth maul"
  >>>   user/name: "gustavo marques "
  >>>   unixtime: 1257438567859
  >>>   user/id: 73250820
  >>>   user/screen_name: "guzao51"

  >>>   text: "hi @MarkMazzie, free beer at Israel's  5th beer festival, Friday 6.11 http://is.gd/4NZYc"
  >>>   user/name: "Beer_Festival5"
  >>>   unixtime: 1257438573536
  >>>   user/id: 85900801
  >>>   user/screen_name: "BeerFestival5"

  >>>   text: "@mikelinskey If Phil's not around and you fancy a beer and a catch up let me know."
  >>>   user/name: "Dennis Hall"
  >>>   unixtime: 1257438576865
  >>>   user/id: 24869038
  >>>   user/screen_name: "YellowtailFP"

  >>>   text: "@DeathsKiss mmm... fake twitter beer! Still can't imbibe cuz of these goddamn pills."
  >>>   user/name: "Christopher Bohne"
  >>>   unixtime: 1257438583913
  >>>   user/id: 22293675
  >>>   user/screen_name: "Vikingfist"

  >>>   text: "@gaylady I only ever give one answer to that sort of question. Always BEER!"
  >>>   user/name: "Tim"
  >>>   unixtime: 1257438586469
  >>>   user/id: 42178900
  >>>   user/screen_name: "Timmyobaby"

  >>>   text: "Going out for a beer...JUST one :) #crappy #day"
  >>>   user/name: "phil"
  >>>   unixtime: 1257438590495
  >>>   user/id: 36353954
  >>>   user/screen_name: "h0ll0way"

  >>>   text: "Stray Cat tonight! Shot Skis, Big Ass mugs of beer, and singin&#39;! 9pm!"
  >>>   user/name: "Nickstar "
  >>>   unixtime: 1257438592226
  >>>   user/id: 22200675
  >>>   user/screen_name: "NickstarKaraoke"

  >>>   text: "inconformada. ale, pq vc?"
  >>>   user/name: "Teca Fagundes"
  >>>   unixtime: 1257438601077
  >>>   user/id: 26148190
  >>>   user/screen_name: "tecafagundes"

  >>>   text: "@TrotlineDesigns game warden knows if he wants the gumbo and beer, yes..."
  >>>   user/name: "Jill Guidry"
  >>>   unixtime: 1257438601187
  >>>   user/id: 51307438
  >>>   user/screen_name: "GumboCzar"

  >>>   text: "hmmmmmmm Beef in Ale stew slow cooking away ... got no idea if it's healthy or not but smells gorgeous :) #fb"
  >>>   user/name: "Rob - Solent Studios"
  >>>   unixtime: 1257438603081
  >>>   user/id: 20824106
  >>>   user/screen_name: "robdunning"

  >>>   text: "nie przesluchalam calej plyty, ale musz\u0119 sie zmywac ;p"
  >>>   user/name: "Emo Kitty"
  >>>   unixtime: 1257438610222
  >>>   user/id: 29221702
  >>>   user/screen_name: "Cullenowa"

  >>>   text: "@TickleMePatty oj taaak xDD Ale zamulamy .. ;/"
  >>>   user/name: "Mrs Joe Jonas Wife \u2661"
  >>>   unixtime: 1257438612281
  >>>   user/id: 36399090
  >>>   user/screen_name: "MyIsJoeJonas"

  >>>   text: "Rundown of 10pm show @theRIF: Deuce (RVA), Death By Improv (NJ[?]), and Made of Bees (RVA) headlines. $10 gets you in. Loc:Cap. Ale House"
  >>>   user/name: "Zach Arnold"
  >>>   unixtime: 1257438624066
  >>>   user/id: 71163233
  >>>   user/screen_name: "zacharnold"

  >>>   text: "@SimonMajumdar Did you make him drink beer? You should have..."
  >>>   user/name: "hollowlegs"
  >>>   unixtime: 1257438624569
  >>>   user/id: 15915621
  >>>   user/screen_name: "hollowlegs"

  >>>   text: "@ljkarst : Hey Leslie!  Will have to have you come in and see an actual brew when you get back.   Aloha."
  >>>   user/name: "John Walsh"
  >>>   unixtime: 1257438625627
  >>>   user/id: 54703277
  >>>   user/screen_name: "JwalshHI"

  >>>   text: "RT @CanarsieBK 365WaysToGoGreen Day 66: Adjusted temps on fridge & freezer http://tinyurl.com/yzymyoh #green &lt;&lt; I filled mine with beer"
  >>>   user/name: "Jaymi Heimbuch"
  >>>   unixtime: 1257438626837
  >>>   user/id: 19505749
  >>>   user/screen_name: "JaymiHeimbuch"

  >>>   text: "@paulaaaxD no dobra mo\u017ce znasz, ale nie mojego ;p Bo m\u00f3j jest najlepszy ;D A dzie\u0144 faktycznie przer\u0105bany, ale masz ju\u017c go za sob\u0105 ;) &lt;3 ;**"
  >>>   user/name: "Natalia Kaczmarek"
  >>>   unixtime: 1257438628779
  >>>   user/id: 67017768
  >>>   user/screen_name: "tutti5"

  >>>   text: "Oh, Lily is waiting me in Salford for Brewing Beer"
  >>>   user/name: "Cadence Michelle"
  >>>   unixtime: 1257438629726
  >>>   user/id: 86868793
  >>>   user/screen_name: "CadenceMichelle"

  >>>   text: "ahhh so so drunk last night! shots of hornitos and patron.. shit load of beer ha ha and boo i woke up with my throat hurting!"
  >>>   user/name: "gilbertt"
  >>>   unixtime: 1257438631371
  >>>   user/id: 11494152
  >>>   user/screen_name: "gilbertt"

  >>>   text: "do you wanna drink a good bear? @Frei Tuck Slow Beer"
  >>>   user/name: "Gabriel Mello"
  >>>   unixtime: 1257438633594
  >>>   user/id: 42705248
  >>>   user/screen_name: "gcgmello"

  >>>   text: "@rae_trendz I was coolin in the crib @sowaveybaby didn't hit a nigga up about beer pong smh"
  >>>   user/name: "jason vandyke"
  >>>   unixtime: 1257438650384
  >>>   user/id: 75915744
  >>>   user/screen_name: "cheeks2005"

  >>>   text: "Thanks for the great blog @kalamabrew.  We're getting some great press for this beer dinner tomorrow!  Join us! http://bit.ly/1Pu3DI"
  >>>   user/name: "Lauron Turnipseed"
  >>>   unixtime: 1257438653513
  >>>   user/id: 78699638
  >>>   user/screen_name: "TwoTurnipsLLC"

  >>>   text: "@preeto_ vamooo manda uma beer (h) OPSAKSAOPSAOSA"
  >>>   user/name: "Murilo ;b"
  >>>   unixtime: 1257438656402
  >>>   user/id: 73174483
  >>>   user/screen_name: "murilo_gmorais"

  >>>   text: "Remember, remember, the 9th of November!\nGadgets, technology, and beer.\nI see no reason why g.. http://bit.ly/2gN35K [Web News] #Media"
  >>>   user/name: "English Pack"
  >>>   unixtime: 1257438662453
  >>>   user/id: 13312442
  >>>   user/screen_name: "englishpack"

  >>>   text: "RT @EdibleSoFla Cant go wrongRT @SFLBeerBlog: Beer tasting Mayfair Hotel in Coconut Grove tonight from 7-9pm. $20 gets 40 diff beers  wings."
  >>>   user/name: "Ronald Joseph"
  >>>   unixtime: 1257438662508
  >>>   user/id: 68369722
  >>>   user/screen_name: "TrotlineDesigns"

  >>>   text: "Is it too early 4 beer?  http://myloc.me/1lPRg"
  >>>   user/name: "Amy Marshall"
  >>>   unixtime: 1257438664729
  >>>   user/id: 85664951
  >>>   user/screen_name: "AmyLouMarshall"

  >>>   text: "@herdiansah setuju Gan :matabelo: :beer: :) re: anggoro ngakak"
  >>>   user/name: "Irfan Toni H"
  >>>   unixtime: 1257438683422
  >>>   user/id: 1734411
  >>>   user/screen_name: "irfant"

  >>>   text: "RT @loo_rah @oneandonlycarly be in festival centre when they finish, prob by 12. Come have a beer to kickstart the day! Up to you what yo.."
  >>>   user/name: "Frank Olivia"
  >>>   unixtime: 1257438683620
  >>>   user/id: 84441405
  >>>   user/screen_name: "magicslippers2"

  >>>   text: "who wants to help me move this weekend??? pizza and beer!"
  >>>   user/name: "Haley McKenzie"
  >>>   unixtime: 1257438686723
  >>>   user/id: 37770371
  >>>   user/screen_name: "unholyroach"

  >>>   text: "Good day @entforum conference...tonight: Dun Cow in Bournmoor for their fab fireworks display (and beer)..the boy will love it this year"
  >>>   user/name: "Good Enough Never Is"
  >>>   unixtime: 1257438692398
  >>>   user/id: 26085411
  >>>   user/screen_name: "genicoach"

  >>>   text: "@xiombarg But then how does your bartender know whether you want a beer or a virus?"
  >>>   user/name: "chickgonebad"
  >>>   unixtime: 1257438692400
  >>>   user/id: 9362512
  >>>   user/screen_name: "chickgonebad"

  >>>   text: "ahh, chicken wings + cold beer = Wingapalooza http://bit.ly/3zxnCK"
  >>>   user/name: "Metromix Ozarks"
  >>>   unixtime: 1257438696330
  >>>   user/id: 18021851
  >>>   user/screen_name: "MetromixOzarks"

  >>>   text: "@Agusia3213 ale suchar xD b\u0119d\u0119 pisa\u0107 w jakim j\u0119zyku mi si\u0119 podoba ;p"
  >>>   user/name: "Natalia Kaczmarek"
  >>>   unixtime: 1257438701556
  >>>   user/id: 67017768
  >>>   user/screen_name: "tutti5"

  >>>   text: "I'm really craving a ginger ale Lol(weird but oh so true)"
  >>>   user/name: "Gee H"
  >>>   unixtime: 1257438715736
  >>>   user/id: 29343980
  >>>   user/screen_name: "GigiFrmTheBlck"

  >>>   text: "Free beer in Boulder! \nPick up the latest issue of Elevation Outdoors and bring the ad on page 30 to the Upslope Brewery for a free pint."
  >>>   user/name: "Elevation Outdoors"
  >>>   unixtime: 1257438721355
  >>>   user/id: 18640668
  >>>   user/screen_name: "elevationout"

  >>>   text: "Beer\u2019s next growth market: Pakistan? http://bit.ly/3Cfil2"
  >>>   user/name: "DRAFT Magazine: Beer"
  >>>   unixtime: 1257438728085
  >>>   user/id: 15673837
  >>>   user/screen_name: "draftmag"

  >>>   text: "Pulang dari Ng'beer Sanur, bertemu sahabat lama yang sekarang dibalik \"Laptop Si Unyil\""
  >>>   user/name: "saylow"
  >>>   unixtime: 1257438731649
  >>>   user/id: 4314881
  >>>   user/screen_name: "saylow"

  >>>   text: "@Amazoniawek Ja ig\u0142\u0119 niestety ignoruj\u0119. Ale nie ze wzgl\u0119d\u00f3w na r\u00f3\u017cnice polityczne, tylko dlatego, \u017ce zacz\u0105\u0142 obra\u017ca\u0107 mi \u017con\u0119"
  >>>   user/name: "Jerzy Pakosz"
  >>>   unixtime: 1257438735227
  >>>   user/id: 43307162
  >>>   user/screen_name: "JerzyPakosz"

  >>>   text: "El Salvador - Santa Adelaida Rf Certified coffee just in. All our in shop liquid purchases currently being fed this terrific brew."
  >>>   user/name: "David Warr"
  >>>   unixtime: 1257438739098
  >>>   user/id: 24945855
  >>>   user/screen_name: "welovecoffee"

  >>>   text: "\"In my opinion, most of the great men of the past were only there for the beer.\" -A.J.P. Taylor, British historian"
  >>>   user/name: "Uncle Billy's"
  >>>   unixtime: 1257438743411
  >>>   user/id: 19730357
  >>>   user/screen_name: "UncleBillys"

  >>>   text: "back 2 the gym tonight no more beer 4 papi just more muscle!\n-BIGPAPI-"
  >>>   user/name: "bigpapiidaho"
  >>>   unixtime: 1257438750973
  >>>   user/id: 17182164
  >>>   user/screen_name: "bigpapiidaho"

  >>>   text: "@LoneStarBeerATX didn't think beer folk wanted to know my IQ lol"
  >>>   user/name: "Tine"
  >>>   unixtime: 1257438755003
  >>>   user/id: 15678790
  >>>   user/screen_name: "tx_tine"

  >>>   text: "BLOG POST Beer Dinner with Seedling Farms at Province: Check out the link for info on our beer dinner with Seedling ... http://bit.ly/1A8e2s"
  >>>   user/name: "3floyds"
  >>>   unixtime: 1257438766547
  >>>   user/id: 27859449
  >>>   user/screen_name: "3floyds"

  >>>   text: "\"Good Lord, being a social media guru is a lot like being a beer drinking guru at college\" @ZackKitzmiller http://zck.in/18 | hilarious!"
  >>>   user/name: "Alicia Dyer"
  >>>   unixtime: 1257438766553
  >>>   user/id: 41623407
  >>>   user/screen_name: "cindyloopeeples"

  >>>   text: "BLOG POST \"New Frontiers for Extreme Beer\": In the most recent Beer Advocate issue (#32) Andy Crouch, the Beer Scrib... http://bit.ly/4vPmoN"
  >>>   user/name: "3floyds"
  >>>   unixtime: 1257438767513
  >>>   user/id: 27859449
  >>>   user/screen_name: "3floyds"

  >>>   text: "Hope you enjoyed your visit! RT @Marc_Fullem Playing @rossbridgehotel #golf course in Bham, AL. Perfect weather. Good friends and beer."
  >>>   user/name: "Ross Bridge Resort"
  >>>   unixtime: 1257438770567
  >>>   user/id: 75313501
  >>>   user/screen_name: "rossbridgehotel"

  >>>   text: "@socialpipeline  @sam_h @CPedro How bout noon at Ale house? I have not been there in a while #notspoiledlikeyoulivermorepeople"
  >>>   user/name: "vinnieangelo"
  >>>   unixtime: 1257438770901
  >>>   user/id: 15484904
  >>>   user/screen_name: "vinnieangelo"

  >>>   text: "Just bought advil, case of beer, then got $43 back... I drink YOUR milkshake, Giant!"
  >>>   user/name: "Patrick Owens"
  >>>   unixtime: 1257438770902
  >>>   user/id: 21598258
  >>>   user/screen_name: "thepatso"

  >>>   text: "@teranisi \u306a\u3089\u3070\uff0cB2B\u306fBeer-to-Beer\u3067\u3059\u306d\uff0e"
  >>>   user/name: "\u6b66\u672c\u5145\u6cbb"
  >>>   unixtime: 1257438771813
  >>>   user/id: 29654712
  >>>   user/screen_name: "mtakemoto"

  >>>   text: "will be attending the Harvest Fest beer summit (afternoon session) on Saturday.   Tix still available! http://bit.ly/156QWR"
  >>>   user/name: "Greg Sabey"
  >>>   unixtime: 1257438776102
  >>>   user/id: 18613782
  >>>   user/screen_name: "WhiskeyTangoFox"

  >>>   text: "Raise a glass if you love beer! That's what I thought...here's the info on the Beer Tasting going on tomorrow. See... http://bit.ly/3veWxK"
  >>>   user/name: "Cash and Carey"
  >>>   unixtime: 1257438777647
  >>>   user/id: 24816676
  >>>   user/screen_name: "cashandcarey"

  >>>   text: "@mini2z was looking at hubbys beer but not my style- nothing I like to drink in the house right now :^p good idea nonetheless"
  >>>   user/name: "Laura Church"
  >>>   unixtime: 1257438790049
  >>>   user/id: 20719014
  >>>   user/screen_name: "GreenGlam"

  >>>   text: "@Raphael51 http://pic.gd/b95a46 Oh my, nunca habia visto esta foto jajajaja....que comica mi ale..asi me gusta! Get drunk!"
  >>>   user/name: "Victoria Gonzalez."
  >>>   unixtime: 1257438793273
  >>>   user/id: 51904756
  >>>   user/screen_name: "Victori4"

